              disk0       cpu
    KB/t  tps  MB/s  us sy id
    7.05  295  2.03  11  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    6.09  213  1.27  13  4 83
    8.00   10  0.08  13  5 82
   13.71   89  1.18  18 11 71
    9.05   65  0.57  15  6 79
   20.96  128  2.63  13  5 83
    9.28   50  0.45  13  5 83
   12.00   39  0.45  13  5 82
    6.27   51  0.31  13  5 82
   18.17   48  0.85  13  5 82
    6.48  334  2.11  13  5 82
    4.36  246  1.05  14  5 82
    0.00    0  0.00  12  4 84
    7.78   37  0.28  14  5 82
    6.86    7  0.05  14  5 81
   10.86  116  1.23  12  5 83
    6.80   20  0.13  11  4 85
   10.67   12  0.12  13  4 82
    5.86  127  0.72  11  4 85
   10.53   19  0.19  12  5 83
   10.54  246  2.53  12  8 79
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.80   40  0.38  12  4 84
   10.49  320  3.28  16  7 77
   10.67   51  0.53  13  4 83
   12.35   23  0.28  13  6 82
   11.26   43  0.47  14  8 78
   10.50   24  0.24  13  5 82
   11.82   22  0.25  13  4 83
    9.60   35  0.33  13  4 83
   20.15   52  1.02  12  5 83
    6.57  270  1.73  12  4 84
    9.09   33  0.29  14  5 82
   14.38   32  0.45  25  8 67
   12.45   53  0.64  13  4 83
   15.33   24  0.36  13  5 81
    7.99  266  2.08  12  6 81
   39.97  344 13.43  20  8 72
   21.00  641 13.14  13  6 81
    6.30   33  0.20  12  4 84
   11.76   67  0.77  12  5 83
   16.20   41  0.65  14  5 81
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    6.29   21  0.13  12  4 84
    9.60    5  0.05  13  4 83
    9.23   88  0.79  13  4 82
   11.22   46  0.50  12  6 82
    7.30   80  0.57  13  5 83
    8.70   57  0.48  12  4 83
   21.79  112  2.38  13  5 82
   14.14   28  0.39  11  5 84
   14.50   95  1.35  12  4 83
    8.05  440  3.46  13  9 78
    8.53   15  0.12  13  4 83
   13.21  119  1.53  12  5 82
   10.84  147  1.56  14  5 81
    8.80   85  0.73  12  5 83
    5.65  227  1.25  25  5 70
   29.39   89  2.54  17  7 76
    9.38   93  0.85  14  6 80
   11.08   39  0.42  12  4 84
   13.97   77  1.05  13  5 82
   18.01  383  6.74  12  5 83
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   12.00    3  0.04  13  5 82
    5.94  199  1.16  13  4 83
   22.18   57  1.23  16  7 77
   11.75  284  3.25  16  6 78
   11.20  110  1.20  11  5 84
   12.22   91  1.08  14  5 81
    8.98   45  0.39  13  5 82
    8.16   50  0.40  13  4 83
   39.29   17  0.65  12  4 84
   12.50   40  0.49  13  4 82
   13.33    3  0.04  13  4 83
    9.88   51  0.49  14  5 81
   10.00    8  0.08  13  4 83
    6.40   30  0.19  16  6 78
    0.00    0  0.00  11  4 85
    7.00   36  0.25  12  4 84
    8.89    9  0.08  13  5 83
    5.57  193  1.05  12  4 84
    9.24   71  0.64  11  5 83
   10.13  170  1.68  12  7 81
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   16.00    1  0.02  11  4 85
   12.10  470  5.55  16  8 76
   13.05  282  3.59  14  7 80
    7.90  432  3.33  16 10 74
    4.97  136  0.66  12  5 83
   32.41  303  9.60  23 11 66
   23.47   30  0.69  26  5 69
   29.50  180  5.19  27  6 67
   76.90  289 21.69  14  5 81
    9.88   68  0.65  25  5 70
   15.76  186  2.87  16  6 78
   13.77 1861 25.02  21 14 65
   19.31 4894 92.31  31 21 48
   11.71 4698 53.70  28 16 56
   12.93  319  4.02  25  7 68
   12.27 2798 33.52  37 13 51
   25.53  934 23.27  35  9 56
   15.79  112  1.72  30  7 63
   15.98 1901 29.67  15 10 75
   95.45  115 10.76  17  7 76
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   22.40    5  0.11  15  4 81
   17.92  170  2.98  13  6 81
   11.47   15  0.17  13  4 83
   12.99 1172 14.87  20 11 70
   14.10 3007 41.39  22 13 64
    9.27 2206 19.97  25  8 67
    9.36  176  1.61  22  9 68
   13.82  111  1.50  12  5 82
   61.42  213 12.78  13  7 80
   12.52  515  6.29  13  7 81
   15.75  519  7.98  12  4 84
   10.67   39  0.40  13  6 82
    8.49  129  1.07  14  7 79
    6.89  205  1.38  14  6 80
   12.59   27  0.33  12  4 84
   26.65   95  2.46  15  6 79
    0.00    0  0.00  12  4 84
    5.80  203  1.15  13  4 83
   18.06   68  1.20  12  4 84
   17.16   38  0.63  13  5 83
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    0.00    0  0.00  12  4 85
    8.53   30  0.25  13  4 83
    7.28   67  0.47  15  6 79
    6.68  268  1.75  14  9 76
    7.80  264  2.01  16 12 72
   11.01  196  2.11  16  5 79
    8.82   44  0.38  17  7 77
    8.32  124  1.01  16  7 77
   10.32   76  0.76  12  5 83
   22.23  380  8.25  27 14 59
    8.00   26  0.20  15  5 80
   11.46   81  0.90  13  6 80
   12.00   11  0.13  14  8 78
    9.84   50  0.48  14  6 81
    8.09   44  0.35  19  8 73
    5.63  229  1.26  14  5 81
   13.21  597  7.71  14  7 79
   27.11  304  8.04  15  7 78
    9.01  114  1.01  12  8 80
    9.94  324  3.14  13  6 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   14.35   63  0.88  14  6 80
   22.94  760 17.03  17 10 73
   26.88   64  1.67  12  5 82
    9.91   94  0.91  13  6 81
   16.15   26  0.41  13  8 80
    7.56   27  0.20  14  5 81
    0.00    0  0.00  12  4 84
    9.54   65  0.60  12  4 84
   21.14  304  6.27  15  7 78
   31.77  428 13.27  23 14 64
    7.90   41  0.32  19  7 74
    9.75   48  0.45  18  8 74
    9.60    5  0.05  21  6 73
   29.00  112  3.16  21 11 68
   10.05  440  4.32  19  7 74
    9.37 1287 11.77  22 12 65
   11.66 1947 22.17  29 11 60
   10.16  502  4.98  22 10 68
    6.85  907  6.07  32 14 54
   18.47 1031 18.60  29 11 60
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    8.83  116  1.00  23  8 70
    7.12   96  0.67  20  7 73
   27.38   52  1.38  31 15 55
   12.16  204  2.42  31 16 53
   30.53   19  0.56  12  5 83
   14.52   73  1.03  14  7 78
   14.91   11  0.16  13  6 81
   18.06   33  0.58  13  5 82
   10.29  582  5.85  12  8 80
   11.76  244  2.80  17  7 77
   14.75   16  0.23  21  9 70
   28.59   34  0.94  18  7 75
    8.19  104  0.83  15  7 78
   12.41  126  1.53  19  8 73
    6.50   24  0.15  25 13 61
    8.34  127  1.04  19 11 70
    9.78   18  0.17  20 10 70
    5.56  217  1.18  27 10 63
   15.34   61  0.91  20  8 72
   51.25  240 12.03  21  7 72
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   11.39  286  3.18  31 13 56
   16.30  321  5.10  27  8 65
    8.32   25  0.20  21  8 70
   24.90  151  3.66  21 10 69
    6.42  254  1.59  22  7 71
   10.77  178  1.88  19  8 73
    7.56   36  0.26  14  5 81
   13.77  132  1.78  19  8 73
   18.31  111  1.98  19  8 73
   19.83  810 15.68  19  9 72
    9.68  209  1.97  28  9 64
    8.81   74  0.63  18  6 75
    8.11   72  0.57  19  6 75
   13.42   59  0.77  22  9 70
   10.10  490  4.83  34  9 57
   12.91   35  0.44  17  5 78
   26.88   25  0.65  15  6 79
   10.00   18  0.17  18  5 77
   11.53  374  4.21  16  9 75
   21.56   59  1.24  13  5 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   11.60  309  3.50  14  6 80
    8.25   80  0.64  12  4 84
    9.08   85  0.75  13  5 82
    9.71  307  2.91  15 12 73
    8.37  184  1.50  14  5 82
    7.06   17  0.12  15  6 79
    8.44    9  0.07  12  4 83
   10.73   79  0.82  19  8 74
    5.81  198  1.13  21  9 70
   17.76  794 13.77  33 20 47
   23.18   34  0.77  19  7 74
    9.29  213  1.93  22  8 70
   14.20  244  3.38  20  8 71
   14.40 2514 35.34  20 11 69
   10.67  108  1.12  19  7 74
   15.35  937 14.05  16  8 77
    7.58  872  6.46  17  8 75
    9.71  116  1.10  18  7 76
   16.73  137  2.23  18  7 75
    9.48  150  1.39  20  7 72
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   28.00   16  0.44  20  7 73
    8.47   43  0.35  17  6 77
   16.49  482  7.77  18  7 75
    9.11  132  1.18  13  7 80
    7.80   20  0.15  12  4 84
    7.39   32  0.23  16  6 78
    7.25  106  0.75  18  7 75
    9.29   28  0.25  18  6 76
    9.44  526  4.84  21 11 69
   13.09  105  1.35  17  6 77
   19.53  671 12.79  23 11 66
   50.40   45  2.21  20  7 73
    7.86  232  1.78  20  7 73
    9.71  265  2.51  21  9 70
    4.63  348  1.57  30 14 55
    6.68  454  2.96  22  8 70
    8.09 1253  9.89  34 12 54
   10.54  163  1.68  23  8 69
   10.81   54  0.57  21  8 71
   30.63  300  8.97  21  8 71
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.35  381  3.48  37 13 50
    8.30  148  1.20  25  8 67
   12.98  304  3.86  30 10 60
    8.01  555  4.34  31  9 60
    9.51   69  0.64  22 15 62
   19.37  739 13.99  32 18 50
   13.43   14  0.18  17  6 77
    8.67   42  0.35  23  8 69
   21.25   51  1.05  14  5 81
   18.18  755 13.40  20  9 71
   12.54  741  9.08  23 11 66
   25.39  448 11.10  17 10 73
    9.00    8  0.07  16  6 78
    6.37  374  2.33  16  8 76
    6.55  109  0.70  14  5 81
   17.30   37  0.62  12  6 81
    7.97  122  0.95  13  6 81
   11.03   29  0.31  12  4 83
   11.91  352  4.10  11  8 80
   14.49   82  1.16  12  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   19.62  891 17.06  18 13 69
    8.81   59  0.51  13  6 81
   12.21   78  0.93  14  6 79
   12.04  106  1.24  14  6 80
    8.00   16  0.12  14  7 78
    5.25  182  0.93  15  5 80
    9.71   35  0.33  14  4 82
   10.90  177  1.89  15  6 79
   37.37   76  2.76  17  6 77
   60.50  207 12.23  16  7 77
   63.89   38  2.36  27  6 67
    9.23  213  1.92  15  7 78
    6.64  235  1.52  17  7 76
    5.49 2129 11.42  17  9 74
    4.01 5533 21.65  14 10 76
    7.15 4122 28.80  18 13 69
    6.46   13  0.08  15  6 79
   10.92   26  0.28  16  5 79
   12.69  513  6.35  16  6 78
    6.52  467  2.97  16  6 78
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   13.36  152  1.99  18  9 73
   10.05  131  1.28  31 18 51
    4.45  125  0.54  15  7 79
   11.55  186  2.10  16 11 73
    8.82   93  0.80  16  8 76
   11.35  331  3.67  17  9 75
    7.91   93  0.72  16  8 76
   17.04   27  0.45  17  7 77
   14.92  466  6.79  17 11 72
   11.39  111  1.23  18  7 76
   23.59  648 14.94  30  8 62
   11.67  214  2.44  18  9 73
    6.80  146  0.97  19  9 72
   14.61  281  4.01  35 12 53
    8.74   65  0.55  17 11 72
    6.96   23  0.16  13  6 80
    9.73   37  0.35  13  7 80
    7.54  787  5.79  26 12 63
   15.29 3816 56.97  32 14 54
   28.53 1159 32.30  28 11 61
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   20.64  743 14.98  18  8 74
   16.87   23  0.38  27  8 65
    8.78   36  0.31  13  6 80
    8.76  289  2.47  14  8 77
   11.28  189  2.08  14  7 79
   18.12 1058 18.72  17 11 72
    5.75 5806 32.60  13  9 77
    5.14 5038 25.30   9  6 85
    8.20  459  3.68  14  7 79
   16.84   57  0.93  12  5 83
   10.06  109  1.07  26  7 67
    8.21   19  0.15   9  4 87
   17.10   29  0.48  11  4 85
   14.90   73  1.06  10  6 84
    7.40  218  1.57   9  6 84
    7.49   39  0.28  14  5 81
    6.88   64  0.43   9  4 88
    8.42  104  0.85   9  5 86
   10.28  317  3.18  10  7 83
   12.00   22  0.26  10  5 86
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   19.65  838 16.08  12 10 78
   12.80    5  0.06   9  4 86
    9.90   80  0.77  11  5 84
   11.80   61  0.70  11  6 83
   12.70   23  0.28  10  5 85
    8.00   10  0.08  10  5 85
    9.94   31  0.30  10  4 86
    8.48  101  0.83   9  7 84
    8.77  749  6.42  15 10 75
   12.41 1018 12.34  17 11 72
   16.71  404  6.59  24  7 69
   12.40   10  0.12  15  5 80
    8.35   23  0.19  10  4 85
   31.87   92  2.85  10  6 84
    7.66  209  1.56  10  5 85
   39.85  774 30.12  18 12 70
   10.57   28  0.29  11  5 84
    6.00    2  0.01   9  4 86
   26.40   25  0.64  10  4 86
   31.45   22  0.67  10  5 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   11.94   66  0.77  11  5 84
    0.00    0  0.00   8  4 88
    9.38   29  0.26  12  4 84
    6.40   10  0.06   9  6 86
    8.32   25  0.20  10  5 86
    4.00    1  0.00   9  4 86
    8.67   24  0.20   9  4 87
    8.71  117  1.00   9  7 85
   12.10  167  1.98  10  6 84
    6.86    7  0.05   9  5 86
   16.97  694 11.51  10  7 83
    8.46  105  0.86  14  6 80
    7.83  118  0.90  12  5 83
   22.35   51  1.11  11  6 83
    9.86   43  0.41  12  8 80
   17.72  199  3.44  10  5 85
   10.04   49  0.48  10  6 84
   16.92   13  0.21   9  4 87
    6.60  225  1.45  10  4 86
   20.70   46  0.93  11  5 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   16.45   44  0.70  11  5 84
   12.51   55  0.67  12  8 80
    7.64  684  5.10  11  4 85
    8.33  719  5.85  11  8 81
   11.34   61  0.67  14  6 79
   20.79  797 16.18  17 12 71
   14.92  265  3.86  12  6 83
    4.00    1  0.00   8  4 88
   11.52   25  0.28  10  5 85
   20.40   30  0.59  11  5 84
   15.00   56  0.82  11  5 84
   11.09   22  0.24   9  4 87
    7.33   18  0.13  10  4 86
    9.94   31  0.30  10  6 84
    8.51   39  0.32  10  4 86
    0.00    0  0.00   8  4 88
    9.00   16  0.14  11  4 85
    9.17  248  2.22   8  8 84
    8.60   47  0.39   9  4 87
   12.84   19  0.24  10  5 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   11.67  342  3.89  14  7 79
    8.33   12  0.10   8  4 88
    8.71   17  0.14  11  4 85
    9.22   49  0.44  11  8 81
   10.93   15  0.16  10  5 85
    8.00    6  0.05   9  4 86
    8.62   13  0.11   8  4 88
    5.94  172  1.00   8  4 88
    8.76   21  0.18   9  4 87
   42.00   20  0.82  11  5 84
    9.33   33  0.30  10  4 86
    8.00   12  0.09   9  4 87
   15.45   22  0.33  11  4 85
    7.69   26  0.19  10  6 84
    9.14   21  0.19  10  4 86
   31.38  446 13.66  16  6 78
    6.59  201  1.29  10  4 85
    0.00    0  0.00   8  4 88
   10.67   12  0.12  11  4 85
   10.00    2  0.02  13  5 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.13   39  0.35  11  5 84
    8.00   10  0.08   9  4 87
    9.60   15  0.14  10  4 85
   11.60   30  0.34  10  6 84
   18.72   53  0.96  10  5 85
   13.50  162  2.14  10  5 84
    8.00   16  0.12  12  7 82
    8.50  287  2.38   9  8 83
    8.20   20  0.16   9  4 86
   48.31   13  0.61   9  4 86
   14.37   49  0.68  11  6 83
    9.58  106  0.99  16  6 78
    7.13  115  0.80   9  4 87
   11.10   58  0.63  12  6 82
    8.89   27  0.23  15  8 78
   80.89   27  2.13  10  5 86
    9.78   18  0.17  10  5 85
    5.04  237  1.17   9  4 86
   12.00   19  0.22  10  4 86
   13.00    4  0.05  10  4 86
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    8.85   33  0.28  11  5 85
    6.29    7  0.04  10  5 85
   11.47   38  0.42   9  4 86
    8.53   38  0.32  12  6 82
   21.51 2306 48.44  18 17 65
    9.47 7156 66.19  24 11 65
   11.90 3448 40.06  24  8 68
   17.49   94  1.60  14  5 81
   10.20  879  8.75  17  9 74
   30.09  620 18.20  34  7 59
   18.50  143  2.59  23  7 70
   16.04 2108 33.03  21 10 69
   17.13 4125 68.99  34 16 50
   11.10 2403 26.04  26 13 61
   12.02  719  8.44  30 10 60
   10.29   56  0.56  24  6 70
    9.96   53  0.51  25  7 68
   14.71 2627 37.73  19 11 70
   11.23   26  0.28  24  7 69
   18.90  726 13.41  13  7 80
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   30.39  858 25.46  13 10 77
   11.48   92  1.03  11  6 84
   11.96  108  1.26  11  7 81
    8.76   79  0.67  12  7 81
   14.34   29  0.41  11  4 85
    9.14    7  0.06   9  4 87
   10.76   42  0.44   9  4 86
   35.50    8  0.28   8  4 88
   15.27   98  1.46  14  6 81
  132.42  744 96.22  16  9 75
   17.04  999 16.63  41 21 37
   19.43 4555 86.42  34 19 46
   36.41  530 18.83  30 13 57
   12.21  112  1.34  24  9 67
  127.92   53  6.60  25  6 70
   16.08 1196 18.78  20  7 73
   38.56  335 12.60  19  7 75
  152.51   78 11.58  11  5 84
   14.43   79  1.11  11  5 84
   63.87   94  5.85  23  7 70
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   12.03 4484 52.70  27 12 62
    8.07 7978 62.89  37 15 48
   11.54 2383 26.87  30 20 49
   16.56 3792 61.32  40 18 42
   20.69 2243 45.33  35 13 52
   18.53 2646 47.90  38 12 50
   19.70 5377 103.43  30 15 56
   14.27 4815 67.12  32 16 52
   20.65 2244 45.25  35 10 55
   28.85 1587 44.70  36 10 54
   20.97 4349 89.05  29 12 60
   20.96 2743 56.13  34 11 55
   23.11 2912 65.73  31 10 58
   19.76 1627 31.39  32 15 52
   20.20 1798 35.46  36 11 53
   19.21 5338 100.17  31 13 56
   20.62 1948 39.21  37 11 53
   27.73 3495 94.64  35 13 52
   23.41 1709 39.07  40 10 51
   22.58 1123 24.76  40 10 50
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   20.46 2825 56.44  37 12 50
   19.63 2234 42.82  39 13 49
   21.92 2288 48.98  36 11 53
   16.66 2877 46.81  35 11 54
   22.50 1626 35.73  24  8 69
   20.54 4979 99.89  31 18 51
   18.37 2995 53.73  35 11 54
   25.29 1299 32.09  29  8 63
   23.70 1592 36.85  20  8 72
   24.03 1396 32.76  22 10 69
   21.74 1984 42.11  23  9 68
   27.55 1188 31.96  22  6 72
   28.75 1365 38.33  20  7 73
   20.97  447  9.15  21  8 71
   12.56  730  8.96  16 11 73
    7.55 7059 52.05  12 18 71
   18.75 4140 75.81  10 16 73
   15.91  381  5.92  11  9 80
   12.00   21  0.25   9  5 87
   11.14  250  2.72  12  7 81
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   29.14  833 23.70   9  6 85
   12.06   65  0.76  10  5 85
   12.41  507  6.14  11  6 84
   13.05  376  4.79  15  9 76
    9.75   32  0.30  12  9 79
    7.93 1815 14.05  12  6 82
    7.14  695  4.85  11  6 83
   10.75   80  0.84  15  8 77
   13.27  894 11.59  13  6 81
   11.71   14  0.16  10  6 83
   17.19   57  0.96  11  5 84
   16.21  308  4.88  11  5 84
   11.06  848  9.16  23 10 67
   21.62 1567 33.08  20 10 69
   16.17  282  4.45  10  6 84
    4.84  686  3.24  11  6 83
    8.57  160  1.34  11  5 84
    0.00    0  0.00  14  6 80
   10.39  121  1.23  13  6 82
   15.31  334  4.99  15  7 78
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   13.66  553  7.37  15  7 79
   12.20   40  0.47  13  6 81
   13.82  725  9.79  16 10 74
   10.99  111  1.19  15  7 78
    5.81  211  1.20  11  6 83
   15.43   63  0.95  12  7 81
   10.72  676  7.08  23  7 69
   10.57  431  4.45  21 10 69
   15.61  727 11.08  12  6 82
   13.33    6  0.08  15  6 79
   14.95 1093 15.97  15  9 76
   10.73  217  2.28  14  7 79
    6.95   57  0.39  13  8 78
   12.98  106  1.34  18 11 71
    8.67   54  0.45  13  6 81
    9.39   23  0.21  11  5 85
    8.06   67  0.53   9  4 87
    4.00    1  0.00   8  4 88
    9.09   22  0.19  11  5 84
    8.00    4  0.03  10  4 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   17.89   36  0.63  10  6 83
   33.68  406 13.34   9  6 85
    8.00   32  0.25  10  6 84
   13.05 1511 19.26  19  9 72
   17.36   85  1.43  24  8 68
   11.33   24  0.26  14  5 81
   11.20  115  1.25  15  7 78
    6.99  538  3.68  13  6 81
   15.39  487  7.32  15  7 79
   13.28  603  7.82  25  9 66
   11.68  112  1.28  20  6 74
   24.27  640 15.17  24 10 66
   20.67   72  1.45  24  6 70
   14.34  129  1.81  25  6 69
   20.59  473  9.51  15  6 78
    9.12   32  0.28   9  4 87
    4.44  284  1.23   9  4 87
   11.50  492  5.52  12  8 80
   16.00    1  0.02   8  4 87
   10.17  331  3.29  16  8 76
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   22.27  940 20.45  11  8 82
   11.36   75  0.83  10  5 86
    9.50   24  0.22  10  6 85
   11.34  138  1.53  14  6 80
   10.13  756  7.48  12  6 82
    9.50   24  0.22  12  5 83
   13.12   25  0.32  10  4 86
   13.42  777 10.18  14  6 80
   10.20  482  4.80  23  7 70
    8.56   50  0.42  18  5 77
   63.05   38  2.33  13  6 81
   18.92  416  7.69  10  8 82
   12.75  598  7.44  21  8 71
   16.22  484  7.67  24  8 68
    7.56   27  0.20  11  5 85
    8.88  312  2.71  11  6 83
    0.00    0  0.00   9  4 87
   10.07   56  0.55  10  4 85
    4.00    1  0.00  10  4 86
   17.25  102  1.71  11  5 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   80.32  136 10.69  10  5 85
   15.56   36  0.55  11  5 85
   14.18  313  4.34  10  6 84
   25.13 1310 32.16  24  6 70
   29.80   98  2.84  25  7 68
   18.20  128  2.28  14  6 80
    6.61  206  1.33   8  6 86
   12.14  365  4.33  10  7 83
   15.97  413  6.44   8  4 87
    7.22  127  0.90  11  5 85
   18.98  406  7.53  10  6 84
    7.94  556  4.31  13  7 80
   17.17  975 16.35  20  9 72
    7.93 3211 24.87  13 13 74
    9.60   10  0.09  11  5 85
    8.00   24  0.19  10  4 86
   13.18   17  0.22   8  4 88
    6.12  133  0.80  10  5 85
    4.00   11  0.04   9  4 87
    9.29   31  0.28  11  4 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   10.57   14  0.14  10  5 85
   10.59   17  0.17   9  4 87
   10.14   28  0.28  10  6 83
